Address,Parcel ID,Contractor Name,Price,Projected Demolished By Date,Commercial Building,Council_District,Latitude,Longitude,Location,Neighborhood
6522 Artesian,22084178.,Rickman Enterprise Group,13672.39,06/28/2018,No,7,42.339158,-83.225102,"location
(42.339158, -83.225102)",Warrendale
7361 Plainview,22094791.,Rickman Enterprise Group,17350.40,09/26/2018,No,7,42.345476,-83.234583,"location
(42.345476, -83.234583)",Warrendale
7386 Plainview,22093616.,Rickman Enterprise Group,17455.40,09/26/2018,No,7,42.345856,-83.233905,"location
(42.345856, -83.233905)",Warrendale
8050 Rosemont,22076189.,Rickman Enterprise Group,14385.40,07/30/2018,No,7,42.35138,-83.21832,"location
(42.35138, -83.21832)",Warrendale
9260 Carlin,22032030.,Den-Man Contractors,22580.00,10/17/2018,No,7,42.363101,-83.178456,"location
(42.363101, -83.178456)",We Care Community
8075 Penrod,22078145.,Rickman Enterprise Group,11835.40,08/01/2018,No,7,42.35168,-83.220209,"location
(42.35168, -83.220209)",Warrendale
7287 Penrod,22078206.,Rickman Enterprise Group,14774.40,07/31/2018,No,7,42.344674,-83.219954,"location
(42.344674, -83.219954)",Warrendale
9254 Schaefer,22029670.001,Den-Man Contractors,22420.00,10/17/2018,No,7,42.363101,-83.177269,"location
(42.363101, -83.177269)",We Care Community
8469 Faust,22079283-4,Rickman Enterprise Group,14093.40,08/01/2018,No,7,42.355152,-83.221563,"location
(42.355152, -83.221563)",Warrendale
8059 Rosemont,22077267.,Rickman Enterprise Group,18498.40,07/30/2018,No,7,42.351479,-83.218989,"location
(42.351479, -83.218989)",Warrendale
7781 Rosemont,22077283.,Rickman Enterprise Group,14500.40,07/30/2018,No,7,42.349555,-83.218924,"location
(42.349555, -83.218924)",Warrendale
8841 Mansfield,22058017.,Salenbien Trucking & Excavating Inc.,13588.00,10/17/2018,No,7,42.358697,-83.203552,"location
(42.358697, -83.203552)",Joy Community
13450 Hartwell,22028607.,Smalley,23400.00,06/28/2018,No,7,42.387497,-83.176434,"location
(42.387497, -83.176434)",Grand River-I96
9403 Cheyenne,22026366.,Den-Man Contractors,32689.00,10/17/2018,No,7,42.365181,-83.174356,"location
(42.365181, -83.174356)",Barton-McFarland
10036 Archdale,22071031.,Able Demolition,14136.34,08/23/2018,No,7,42.369507,-83.215197,"location
(42.369507, -83.215197)",Joy Community
8300 Penrod,22077601.,Rickman Enterprise Group,14070.40,08/01/2018,No,7,42.353829,-83.219605,"location
(42.353829, -83.219605)",Warrendale
8040 Greenview,22079648.,Salenbien Trucking & Excavating Inc.,24902.50,10/17/2018,No,7,42.351221,-83.221957,"location
(42.351221, -83.221957)",Warrendale
8540 Hubbell,22038743-4,Den-Man Contractors,11660.00,10/17/2018,No,7,42.356612,-83.186794,"location
(42.356612, -83.186794)",Joy-Schaefer
8107 Greenview,22080636.,Salenbien Trucking & Excavating Inc.,20086.00,10/17/2018,No,7,42.352111,-83.222629,"location
(42.352111, -83.222629)",Warrendale
8827 Lauder,22042674.,Den-Man Contractors,23862.00,10/17/2018,No,7,42.358783,-83.189736,"location
(42.358783, -83.189736)",We Care Community
7381 Brace,22081249.,Rickman Enterprise Group,20675.40,08/02/2018,No,7,42.34594,-83.223569,"location
(42.34594, -83.223569)",Warrendale
7333 Brace,22081256.,Rickman Enterprise Group,12758.40,08/03/2018,No,7,42.345267,-83.223544,"location
(42.345267, -83.223544)",Warrendale
5255 24th St,12008831.,Homrich,18642.25,09/02/2018,No,6,42.347462,-83.102638,"location
(42.347462, -83.102638)",Chadsey Condon
5237 24th St,12008834.,Blue Star,20808.00,09/26/2018,No,6,42.347239,-83.102496,"location
(42.347239, -83.102496)",Chadsey Condon
3684 Zender,13001727.,DMC Consultants,28789.00,09/16/2018,No,5,42.362124,-83.023504,"location
(42.362124, -83.023504)",McDougall-Hunt
4285 24th St,12008905.,Blue Star,16658.00,09/26/2018,No,6,42.340432,-83.098165,"location
(42.340432, -83.098165)",Chadsey Condon
14881 Muirland,12011944.,Blue Star,17305.00,09/26/2018,No,2,42.400079,-83.133426,"location
(42.400079, -83.133426)",Dexter-Fenkell
3385 Williams,12007188.,Den-Man Contractors,12589.00,10/17/2018,No,6,42.335486,-83.091229,"location
(42.335486, -83.091229)",Chadsey Condon
3005 Williams,12007215.,Den-Man Contractors,12512.00,10/17/2018,No,6,42.333005,-83.089578,"location
(42.333005, -83.089578)",Chadsey Condon
20231 Derby,09024769.,Gayanga Co,17848.04,10/10/2018,No,3,42.443963,-83.104323,"location
(42.443963, -83.104323)",Nolan
2825 Williams,12007223.,Den-Man Contractors,13620.00,10/17/2018,No,6,42.33226,-83.088985,"location
(42.33226, -83.088985)",Chadsey Condon
14765 Holmur,12012588.,Blue Star,20109.00,09/26/2018,No,2,42.39843,-83.136933,"location
(42.39843, -83.136933)",Dexter-Fenkell
4534 Roosevelt,12010125.,Blue Star,20076.00,09/26/2018,No,6,42.34208,-83.100819,"location
(42.34208, -83.100819)",Chadsey Condon
19414 St Aubin,09015821.,DMC Consultants,21940.00,09/16/2018,No,3,42.437046,-83.081425,"location
(42.437046, -83.081425)",Nolan
17254 Lumpkin,09015093.,Gayanga Co,14346.00,10/21/2018,No,3,42.420689,-83.080043,"location
(42.420689, -83.080043)",Cadillac Heights
5314 25th St,12009370-1,Blue Star,14706.00,09/26/2018,No,6,42.348024,-83.103504,"location
(42.348024, -83.103504)",Chadsey Condon
18634 Greeley,09019243.,DMC Consultants,25792.00,09/16/2018,No,3,42.430076,-83.087295,"location
(42.430076, -83.087295)",Hawthorne Park
8112 Pierson,22106167.,Salenbien Trucking & Excavating Inc.,18352.00,10/17/2018,No,7,42.351852,-83.243885,"location
(42.351852, -83.243885)",Warrendale
8222 Pierson,22106171.,Salenbien Trucking & Excavating Inc.,18739.50,10/17/2018,No,7,42.352336,-83.243902,"location
(42.352336, -83.243902)",Warrendale
8497 Heyden,22099945.012,Salenbien Trucking & Excavating Inc.,18288.00,10/17/2018,No,7,42.355306,-83.238646,"location
(42.355306, -83.238646)",Warrendale
14124 Kentfield,22100094.,Able Demolition,20523.34,08/23/2018,No,1,42.389018,-83.239786,"location
(42.389018, -83.239786)",Brightmoor
16701 Beaverland,22118564.,Den-Man Contractors,13745.00,10/17/2018,No,1,42.41131,-83.266278,"location
(42.41131, -83.266278)",Riverdale
7626 Heyden,22098814.,Salenbien Trucking & Excavating Inc.,16564.50,10/17/2018,No,7,42.347218,-83.237658,"location
(42.347218, -83.237658)",Warrendale
15368 West Parkway,22119208.,Den-Man Contractors,12559.00,10/17/2018,No,1,42.401737,-83.266386,"location
(42.401737, -83.266386)",Brightmoor
14193 Blackstone,22109462-4,Blue Star,14423.00,10/17/2018,No,1,42.389755,-83.249267,"location
(42.389755, -83.249267)",Brightmoor
15773 Chapel,22111648.,Den-Man Contractors,12683.00,10/17/2018,No,1,42.405586,-83.253743,"location
(42.405586, -83.253743)",Brightmoor
7600 Stout,22100955.,Able Demolition,17276.80,08/23/2018,No,7,42.346888,-83.238835,"location
(42.346888, -83.238835)",Warrendale
14100 Stout,22101171.,Able Demolition,12961.34,08/23/2018,No,1,42.388697,-83.240814,"location
(42.388697, -83.240814)",Brightmoor
12908 Vaughan,22097622.,Blue Star,15729.00,10/17/2018,No,1,42.383143,-83.237488,"location
(42.383143, -83.237488)",Brightmoor
12916 Vaughan,22097623.,Blue Star,16168.00,10/17/2018,No,1,42.383239,-83.237493,"location
(42.383239, -83.237493)",Brightmoor
14899 Stout,22101795.,Blue Star,17285.00,10/17/2018,No,1,42.397129,-83.241754,"location
(42.397129, -83.241754)",Brightmoor
14655 Stout,22101810.,Blue Star,25311.00,10/17/2018,No,1,42.395603,-83.241688,"location
(42.395603, -83.241688)",Brightmoor
14609 Stout,22101817.,Blue Star,16203.00,10/17/2018,No,1,42.394953,-83.24166,"location
(42.394953, -83.24166)",Brightmoor
14586 Stout,22101224.,Blue Star,16017.00,10/17/2018,No,1,42.394684,-83.241031,"location
(42.394684, -83.241031)",Brightmoor
8459 Stout,22102080-1,Salenbien Trucking & Excavating Inc.,14381.00,10/17/2018,No,7,42.354753,-83.23986,"location
(42.354753, -83.23986)",Warrendale
13513 Bentler,22111078.,Blue Star,15305.00,10/17/2018,No,1,42.383964,-83.251725,"location
(42.383964, -83.251725)",Brightmoor
12814 Linwood,10007480.,Den-Man Contractors,49590.00,07/26/2018,Yes,5,42.390561,-83.120021,"location
(42.390561, -83.120021)",Dexter-Linwood
15737 Lahser,22113797.,Den-Man Contractors,15470.00,10/17/2018,No,1,42.404735,-83.257417,"location
(42.404735, -83.257417)",Brightmoor
12822 Linwood,10007481.,Den-Man Contractors,139570.00,07/27/2018,Yes,5,42.390687,-83.120107,"location
(42.390687, -83.120107)",Dexter-Linwood
5148 Lovett,14010741.,Blue Star,14646.00,09/26/2018,No,6,42.34348,-83.111291,"location
(42.34348, -83.111291)",Chadsey Condon
13775 Buffalo,13015011.,DMC Consultants,14247.00,09/04/2018,No,3,42.418236,-83.047977,"location
(42.418236, -83.047977)",Davison
19204 Langholm,17015824.,Den-Man Contractors,14430.00,10/17/2018,No,3,42.435851,-83.010941,"location
(42.435851, -83.010941)",Pulaski
13642 Justine,13018701.,DMC Consultants,24280.00,09/04/2018,No,3,42.418318,-83.057612,"location
(42.418318, -83.057612)",Davison
1464 Helen,15008694.,DMC Consultants,20279.00,09/16/2018,No,5,42.352591,-83.00669,"location
(42.352591, -83.00669)",Islandview
5756 Winslow,12006649.,Blue Star,25186.00,09/26/2018,No,5,42.353628,-83.099211,"location
(42.353628, -83.099211)",NW Goldberg
3839 Lanman,14000786.,Blue Star,18306.00,09/26/2018,No,6,42.338725,-83.101208,"location
(42.338725, -83.101208)",Chadsey Condon
9551 Cameron,05004489.,DMC Consultants,19777.00,09/16/2018,No,5,42.389489,-83.07311,"location
(42.389489, -83.07311)",North End
17350 Five Points,22124601.003,Den-Man Contractors,13570.00,10/17/2018,No,1,42.417426,-83.286375,"location
(42.417426, -83.286375)",The Eye
5909 16th St,10006274.,Blue Star,51181.00,09/26/2018,No,5,42.356174,-83.093436,"location
(42.356174, -83.093436)",NW Goldberg
18075 Albany St,13013556.,Gayanga Co,20469.81,10/15/2018,No,3,42.427394,-83.044954,"location
(42.427394, -83.044954)",Krainz Woods
963 E Euclid,05002757.,DMC Consultants,24092.00,09/16/2018,No,5,42.381163,-83.067987,"location
(42.381163, -83.067987)",North End
9134 Goodwin,05004839.,DMC Consultants,16465.00,09/16/2018,No,5,42.386963,-83.071924,"location
(42.386963, -83.071924)",North End
9691 Greeley,07002346.,DMC Consultants,28863.00,09/16/2018,No,5,42.392796,-83.070203,"location
(42.392796, -83.070203)",North End
18630 Brinker,09011758-9,DMC Consultants,15678.00,09/16/2018,No,3,42.430131,-83.073581,"location
(42.430131, -83.073581)",Northeast Central District
6581 W Edsel Ford,18002764.,Blue Star,14299.00,09/26/2018,No,6,42.335256,-83.128327,"location
(42.335256, -83.128327)",Claytown
5635 Tarnow,18012542.,Den-Man Contractors,12150.00,10/17/2018,No,6,42.336876,-83.138961,"location
(42.336876, -83.138961)",Claytown
6520 Devereaux,18002971.,Blue Star,19061.00,09/26/2018,No,6,42.338346,-83.129342,"location
(42.338346, -83.129342)",Claytown
6568 Gladys,18003028.,Blue Star,28430.00,09/26/2018,No,6,42.338795,-83.130676,"location
(42.338795, -83.130676)",Claytown
1836 Edsel,20014802.,Den-Man Contractors,30530.00,10/17/2018,No,6,42.27536,-83.154906,"location
(42.27536, -83.154906)",Boynton
1050 Patricia,20014853.,Den-Man Contractors,16420.00,10/17/2018,No,6,42.282211,-83.148398,"location
(42.282211, -83.148398)",Boynton
15217 Evanston,21005322.,Salenbien Trucking & Excavating Inc.,16960.80,08/06/2018,No,4,42.407765,-82.957714,"location
(42.407765, -82.957714)",Outer Drive-Hayes
6341 Clifton,18004391.,Den-Man Contractors,12950.00,10/17/2018,No,6,42.34867,-83.134191,"location
(42.34867, -83.134191)",Midwest
17431 Clairview,21001715.,DMC Consultants,17948.00,09/16/2018,No,4,42.401006,-82.921089,"location
(42.401006, -82.921089)",Cornerstone Village
15469 Greenlawn,16029921.,Blue Star,28546.00,09/26/2018,No,2,42.405404,-83.150906,"location
(42.405404, -83.150906)",Fitzgerald/Marygrove
12740 Omaha,20018443.,Den-Man Contractors,22110.00,10/17/2018,No,6,42.271108,-83.160363,"location
(42.271108, -83.160363)",Boynton
17870 Albion,17014184.,Rickman Enterprise Group,13907.10,09/26/2018,No,3,42.426442,-83.005151,"location
(42.426442, -83.005151)",Von Steuben
3406 Gilbert,18010249.,Den-Man Contractors,14359.00,10/17/2018,No,6,42.32587,-83.117877,"location
(42.32587, -83.117877)",Michigan-Martin
4281 Trenton,20010589.,Homrich,12036.25,09/02/2018,No,6,42.326467,-83.145191,"location
(42.326467, -83.145191)",Claytown
15511 Woodingham,16028921.,Blue Star,22359.00,09/26/2018,No,2,42.405973,-83.149904,"location
(42.405973, -83.149904)",Fitzgerald/Marygrove
1493 Annabelle,20012871.057,Den-Man Contractors,15280.00,10/17/2018,No,6,42.27672,-83.148562,"location
(42.27672, -83.148562)",Boynton
15900 Turner,16027448.,Blue Star,25680.00,09/26/2018,No,2,42.408957,-83.148271,"location
(42.408957, -83.148271)",Fitzgerald/Marygrove
1133 S Deacon,20012144.001,Den-Man Contractors,30400.00,10/17/2018,No,6,42.278896,-83.144049,"location
(42.278896, -83.144049)",Boynton
8795 Olivet,20002079-80,Homrich,29410.25,09/02/2018,No,6,42.299175,-83.127789,"location
(42.299175, -83.127789)",Springwells
6974 Bulwer,18001754.,Blue Star,16565.00,09/26/2018,No,6,42.326352,-83.12788,"location
(42.326352, -83.12788)",Claytown
1112 Liebold,20014305.,Den-Man Contractors,14010.00,10/17/2018,No,6,42.28108,-83.148133,"location
(42.28108, -83.148133)",Boynton
1106 Liebold,20014306.,Den-Man Contractors,11550.00,10/17/2018,No,6,42.281161,-83.148063,"location
(42.281161, -83.148063)",Boynton
11033 Findlay,21013021-2,Den-Man Contractors,20429.00,10/17/2018,No,4,42.411904,-83.005284,"location
(42.411904, -83.005284)",Gratiot-Findlay
1107 Liebold,20013716.,Den-Man Contractors,31460.00,10/17/2018,No,6,42.280916,-83.147523,"location
(42.280916, -83.147523)",Boynton
11636 Meyers,18018705.,Den-Man Contractors,18360.00,10/17/2018,No,7,42.373851,-83.167819,"location
(42.373851, -83.167819)",Grand River-I96
12626 Wyoming,16037270.,Den-Man Contractors,30419.00,10/17/2018,No,7,42.381228,-83.158534,"location
(42.381228, -83.158534)",Littlefield Community
3233 Edsel,20014587.,Homrich,22676.25,09/02/2018,No,6,42.264383,-83.163453,"location
(42.264383, -83.163453)",Boynton
19340 Fairport,21031185.,DMC Consultants,14457.00,09/04/2018,No,3,42.437215,-82.99093,"location
(42.437215, -82.99093)",Pulaski
15486 Woodingham,16028300.,Blue Star,24909.00,09/26/2018,No,2,42.405657,-83.149285,"location
(42.405657, -83.149285)",Fitzgerald/Marygrove
11851 Laing,21058064.,DMC Consultants,17529.00,09/04/2018,No,4,42.423875,-82.95614,"location
(42.423875, -82.95614)",Denby
3930 15th St,10005487.001,Blue Star,17140.00,09/26/2018,No,6,42.342323,-83.083793,"location
(42.342323, -83.083793)",Core City
19930 Andover,09023602.,Leadhead Construction,23448.00,10/21/2018,No,3,42.440164,-83.09903,"location
(42.440164, -83.09903)",Nolan
1478 Canton,15009917.,DMC Consultants,23420.00,09/16/2018,No,5,42.352477,-83.007814,"location
(42.352477, -83.007814)",Islandview
13600 E State Fair,21024135.030L,Rickman Enterprise Group,18345.55,09/26/2018,No,3,42.44197,-82.985126,"location
(42.44197, -82.985126)",Franklin
4663 Mt Elliott,13009827.,"Adamo Group, Inc.",46650.00,09/11/2018,Yes,5,42.36814,-83.026341,"location
(42.36814, -83.026341)",McDougall-Hunt
10472 Bonita,21069434.,Gayanga Co,13135.83,10/15/2018,No,4,42.414124,-82.960017,"location
(42.414124, -82.960017)",Outer Drive-Hayes
6108 G A R,16001820.,Blue Star,15173.00,09/26/2018,No,6,42.337604,-83.122224,"location
(42.337604, -83.122224)",Chadsey Condon
10276 Harvard Rd,21074524.,Salenbien Trucking & Excavating Inc.,13168.50,08/06/2018,No,4,42.419499,-82.942445,"location
(42.419499, -82.942445)",Yorkshire Woods
