Address,Parcel ID,Council_District,Commercial Building,Latitude,Longitude,Location,Neighborhood
8544 Greenlawn,18014003.,6,No,42.357437,-83.148672,"location
(42.357437, -83.148672)",Barton-McFarland
21355 Santa Clara,22014345.,1,No,42.418632,-83.252172,"location
(42.418632, -83.252172)",Holcomb Community
21331 Santa Clara,22014342.,1,No,42.418641,-83.251728,"location
(42.418641, -83.251728)",Holcomb Community
8509 Greenlawn,18014035.,6,No,42.356946,-83.149195,"location
(42.356946, -83.149195)",Barton-McFarland
14940 Lesure,22032622.,2,No,42.399215,-83.180792,"location
(42.399215, -83.180792)",Bethune Community
19403 Burgess,22112229.001,1,No,42.432945,-83.256354,"location
(42.432945, -83.256354)",Evergreen Lahser 7/8
17341 Westbrook,22110076.,1,No,42.418288,-83.251365,"location
(42.418288, -83.251365)",Holcomb Community
1064 Fernhill,01007663.,2,No,42.43789,-83.115471,"location
(42.43789, -83.115471)",Penrose
9303 Armour,19003887.,3,No,42.398291,-83.006078,"location
(42.398291, -83.006078)",Airport Sub
14127 Dequindre,09016977.,3,No,42.414479,-83.081154,"location
(42.414479, -83.081154)",North Campau
8055 American,16024452.,6,No,42.352847,-83.144246,"location
(42.352847, -83.144246)",Midwest
8310 American,16023657.,6,No,42.355695,-83.143856,"location
(42.355695, -83.143856)",Midwest
8317 American,16024425.,6,No,42.355789,-83.144436,"location
(42.355789, -83.144436)",Midwest
8555 American,16024406.,6,No,42.357779,-83.144562,"location
(42.357779, -83.144562)",Midwest
8610 American,16023685.,6,No,42.358567,-83.144032,"location
(42.358567, -83.144032)",Midwest
8597 Bryden,16024764.,6,No,42.358331,-83.14565,"location
(42.358331, -83.14565)",Midwest
1722 Victor,09006587.,3,No,42.412254,-83.080954,"location
(42.412254, -83.080954)",North Campau
21164 Pickford,22015565.001,1,No,42.424528,-83.250825,"location
(42.424528, -83.250825)",Holcomb Community
13715 Caldwell,13014550.,3,No,42.417432,-83.046964,"location
(42.417432, -83.046964)",Davison
14829 Glenfield,21010767.,4,No,42.418583,-82.96823,"location
(42.418583, -82.96823)",Outer Drive-Hayes
13726 Caldwell,13014188.,3,No,42.417606,-83.04641,"location
(42.417606, -83.04641)",Davison
8301 Mark Twain,22037544.,7,No,42.355042,-83.18498,"location
(42.355042, -83.18498)",Joy-Schaefer
13747 Caldwell,13014545.,3,No,42.417844,-83.046974,"location
(42.417844, -83.046974)",Davison
8368 Bryden,16024495.,6,No,42.356429,-83.144954,"location
(42.356429, -83.144954)",Midwest
8175 Bryden,16024799.,6,No,42.354608,-83.145418,"location
(42.354608, -83.145418)",Midwest
8160 Bryden,16024476.,6,No,42.35443,-83.144828,"location
(42.35443, -83.144828)",Midwest
8146 Bryden,16024474.,6,No,42.354238,-83.144816,"location
(42.354238, -83.144816)",Midwest
8118 Bryden,16024470.,6,No,42.353854,-83.144792,"location
(42.353854, -83.144792)",Midwest
17835 Filer,15012981.,3,No,42.425424,-83.037609,"location
(42.425424, -83.037609)",Grant
11358 Montrose,22052953.,7,No,42.371053,-83.199548,"location
(42.371053, -83.199548)",Joy Community
11386 Montrose,22052957.,7,No,42.371437,-83.199559,"location
(42.371437, -83.199559)",Joy Community
21669 Glenco,22014628.,1,No,42.421108,-83.25693,"location
(42.421108, -83.25693)",Holcomb Community
8336 Strathmoor,22037598.,7,No,42.355537,-83.185499,"location
(42.355537, -83.185499)",Joy-Schaefer
19367 Huntington,22089760.,1,No,42.432951,-83.233842,"location
(42.432951, -83.233842)",O'Hair Park
19379 Huntington,22089758.,1,No,42.433169,-83.233851,"location
(42.433169, -83.233851)",O'Hair Park
10001 Winthrop,22052551.,7,No,42.369271,-83.198967,"location
(42.369271, -83.198967)",Joy Community
3916 Mcgraw,14001431.,5,No,42.349,-83.109171,"location
(42.349, -83.109171)",Midwest
15620 Seymour,21016847.,4,No,42.426994,-82.959925,"location
(42.426994, -82.959925)",Mapleridge
13727 Sparling,13014073.,3,No,42.417616,-83.045975,"location
(42.417616, -83.045975)",Davison
8625 Mark Twain,22037518-9,7,No,42.357827,-83.184426,"location
(42.357827, -83.184426)",Joy-Schaefer
8617 Mark Twain,22037520.,7,No,42.357684,-83.185106,"location
(42.357684, -83.185106)",Joy-Schaefer
19378 Edinborough,22091039.001,1,No,42.433158,-83.23433,"location
(42.433158, -83.23433)",O'Hair Park
13487 Sparling,13014082.,3,No,42.416671,-83.045956,"location
(42.416671, -83.045956)",Davison
16801 Burgess,22112278.,1,No,42.412758,-83.255284,"location
(42.412758, -83.255284)",Miller Grove
18281 Greydale,22112889.,1,No,42.423146,-83.257088,"location
(42.423146, -83.257088)",Holcomb Community
3280 Monterey,12003701.,5,No,42.382975,-83.123884,"location
(42.382975, -83.123884)",Dexter-Linwood
18271 Greydale,22112890.,1,No,42.423022,-83.257085,"location
(42.423022, -83.257085)",Holcomb Community
19496 Winston,22123976.003L,1,No,42.43425,-83.28316,"location
(42.43425, -83.28316)",Five Points
3279 Monterey,12003684.,5,No,42.382524,-83.123507,"location
(42.382524, -83.123507)",Dexter-Linwood
21192 Margareta,22015744.,1,No,42.425553,-83.251396,"location
(42.425553, -83.251396)",Holcomb Community
19469 Evergreen,22096101.002,1,No,42.434192,-83.239368,"location
(42.434192, -83.239368)",Evergreen Lahser 7/8
13414 Ryan,13020422.,3,No,42.415398,-83.059959,"location
(42.415398, -83.059959)",Davison
5792 Cadillac,19005142.,4,No,42.38876,-83.000724,"location
(42.38876, -83.000724)",West End
13463 Mcdougall,09010695.,3,No,42.414439,-83.067339,"location
(42.414439, -83.067339)",North Campau
136 W Golden Gate,01006436.,2,No,42.429257,-83.104881,"location
(42.429257, -83.104881)",Grixdale Farms
13504 Mcdougall,09010432.,3,No,42.415136,-83.067193,"location
(42.415136, -83.067193)",North Campau
13500 Mcdougall,09010431.,3,No,42.415063,-83.067141,"location
(42.415063, -83.067141)",North Campau
19221 Winston,22124041.001,1,No,42.430469,-83.284048,"location
(42.430469, -83.284048)",Five Points
21151 Clarita,22015816.,1,No,42.42621,-83.250686,"location
(42.42621, -83.250686)",Holcomb Community
3023 Monterey,12003675.,5,No,42.383248,-83.121544,"location
(42.383248, -83.121544)",Dexter-Linwood
14581 Snowden,22028329.,2,No,42.396073,-83.17699,"location
(42.396073, -83.17699)",Bethune Community
15081 Rockdale,22114402.,1,No,42.398763,-83.25839,"location
(42.398763, -83.25839)",Brightmoor
13522 Gallagher,09009632.,3,No,42.415993,-83.065594,"location
(42.415993, -83.065594)",North Campau
13541 Gallagher,09009848.,3,No,42.416034,-83.066237,"location
(42.416034, -83.066237)",North Campau
11240 Engleside,21013874.,4,No,42.415897,-83.006222,"location
(42.415897, -83.006222)",LaSalle College Park
15017 Rockdale,22114411.,1,No,42.397899,-83.258359,"location
(42.397899, -83.258359)",Brightmoor
13750 Conley,13016461.,3,No,42.417843,-83.051424,"location
(42.417843, -83.051424)",Davison
14609 Cheyenne,22026182.,2,No,42.396505,-83.174857,"location
(42.396505, -83.174857)",Bethune Community
20090 Bloom,13015304.,3,No,42.443819,-83.04929,"location
(42.443819, -83.04929)",Farwell
14952 Kilbourne,21009849.,4,No,42.416433,-82.966108,"location
(42.416433, -82.966108)",Outer Drive-Hayes
20276 Bloom,13015319.,3,No,42.445517,-83.049365,"location
(42.445517, -83.049365)",Farwell
20284 Bloom,13015320.,3,No,42.445626,-83.049369,"location
(42.445626, -83.049369)",Farwell
20510 Moenart,13015830.,3,No,42.44639,-83.050425,"location
(42.44639, -83.050425)",Farwell
20515 Moenart,13015849.,3,No,42.446375,-83.051002,"location
(42.446375, -83.051002)",Farwell
7841 Mettetal,22060831.,7,No,42.350297,-83.205239,"location
(42.350297, -83.205239)",Warren Ave Community
4207 17th St,10006973.,6,No,42.342655,-83.087316,"location
(42.342655, -83.087316)",Core City
18516 Plainview,22094092.,1,No,42.426173,-83.237272,"location
(42.426173, -83.237272)",Evergreen-Outer Drive
20270 Moenart,13015823.,3,No,42.445388,-83.050385,"location
(42.445388, -83.050385)",Farwell
2057 Lawley,09006068.,3,No,42.408839,-83.073585,"location
(42.408839, -83.073585)",Campau/Banglatown
2038 Dearing,09006158.,3,No,42.409002,-83.074085,"location
(42.409002, -83.074085)",Campau/Banglatown
2050 Dearing,09006156.,3,No,42.409077,-83.073887,"location
(42.409077, -83.073887)",Campau/Banglatown
2087 Dearing,09006205.,3,No,42.409672,-83.073528,"location
(42.409672, -83.073528)",Campau/Banglatown
2104 Dearing,09006147.,3,No,42.40941,-83.072995,"location
(42.40941, -83.072995)",Campau/Banglatown
2120 Lawley,09006027.,3,No,42.408863,-83.072249,"location
(42.408863, -83.072249)",Campau/Banglatown
8845 Birwood,18017047.,7,No,42.35959,-83.163216,"location
(42.35959, -83.163216)",Barton-McFarland
8964 Birwood,18016904.,7,No,42.360744,-83.162557,"location
(42.360744, -83.162557)",Barton-McFarland
20021 Moenart,13015880.,3,No,42.442843,-83.05086,"location
(42.442843, -83.05086)",Farwell
13641 Ryan,13021066.,3,No,42.418081,-83.062382,"location
(42.418081, -83.062382)",Davison
9275 Birwood,18017010.,7,No,42.363346,-83.163324,"location
(42.363346, -83.163324)",Barton-McFarland
9339 Birwood,18017000.,7,No,42.364513,-83.163352,"location
(42.364513, -83.163352)",Barton-McFarland
13020 Arlington,09013564.,3,No,42.409413,-83.070202,"location
(42.409413, -83.070202)",Campau/Banglatown
9409 Birwood,18016990.,7,No,42.365474,-83.163372,"location
(42.365474, -83.163372)",Barton-McFarland
9308 American,16023741.,6,No,42.364077,-83.143818,"location
(42.364077, -83.143818)",Midwest
9039 American,16024374.,6,No,42.361362,-83.144311,"location
(42.361362, -83.144311)",Midwest
13586 Ryan,13020441.,3,No,42.417529,-83.061395,"location
(42.417529, -83.061395)",Davison
9065 American,16024370.,6,No,42.361692,-83.144326,"location
(42.361692, -83.144326)",Midwest
9101 American,16024364.,6,No,42.362185,-83.144348,"location
(42.362185, -83.144348)",Midwest
9119 American,16024361.,6,No,42.362432,-83.144358,"location
(42.362432, -83.144358)",Midwest
9388 Mendota,18017173.,7,No,42.365183,-83.163937,"location
(42.365183, -83.163937)",Barton-McFarland
34 W Savannah,01005656.,2,No,42.425629,-83.102861,"location
(42.425629, -83.102861)",Grixdale Farms
9344 Mendota,18017167.,7,No,42.364607,-83.163922,"location
(42.364607, -83.163922)",Barton-McFarland
9308 Mendota,18017162.,7,No,42.364127,-83.163909,"location
(42.364127, -83.163909)",Barton-McFarland
9200 Stoepel,16018692.,6,No,42.363763,-83.139405,"location
(42.363763, -83.139405)",Midwest
9331 Kentucky,18015749.,7,No,42.364487,-83.157235,"location
(42.364487, -83.157235)",Barton-McFarland
9197 American,16024348.,6,No,42.363502,-83.144405,"location
(42.363502, -83.144405)",Midwest
19961 Bloom,13015387.,3,No,42.442141,-83.049796,"location
(42.442141, -83.049796)",Farwell
9216 Mendota,18017149.,7,No,42.362759,-83.163873,"location
(42.362759, -83.163873)",Barton-McFarland
9426 Prairie,16022547.,6,No,42.365726,-83.142791,"location
(42.365726, -83.142791)",Midwest
9303 American,16024344.,6,No,42.363976,-83.144421,"location
(42.363976, -83.144421)",Midwest
19970 Bloom,13015291.,3,No,42.442381,-83.049208,"location
(42.442381, -83.049208)",Farwell
9159 Mendota,18017348.,7,No,42.361977,-83.164544,"location
(42.361977, -83.164544)",Barton-McFarland
20050 Bloom,13015298-9,3,No,42.443253,-83.049259,"location
(42.443253, -83.049259)",Farwell
20025 Schaefer,22030394-5,2,No,42.440113,-83.181182,"location
(42.440113, -83.181182)",Schaefer 7/8 Lodge
8936 Mendota,18017130-1,7,No,42.360846,-83.163806,"location
(42.360846, -83.163806)",Barton-McFarland
12745 Promenade,21009069.,4,No,42.410782,-82.980689,"location
(42.410782, -82.980689)",Wade
9195 Prairie,16023517.,6,No,42.363528,-83.143308,"location
(42.363528, -83.143308)",Midwest
8888 Mendota,18017123.,7,No,42.360156,-83.163794,"location
(42.360156, -83.163794)",Barton-McFarland
12711 Promenade,21009064.,4,No,42.410577,-82.981276,"location
(42.410577, -82.981276)",Wade
12710 Promenade,21008829.,4,No,42.410108,-82.980991,"location
(42.410108, -82.980991)",Wade
8825 Stoepel,16019871.,6,No,42.359775,-83.139836,"location
(42.359775, -83.139836)",Midwest
8815 Stoepel,16019873.,6,No,42.359611,-83.139829,"location
(42.359611, -83.139829)",Midwest
9159 Prairie,16023523.,6,No,42.363034,-83.143286,"location
(42.363034, -83.143286)",Midwest
9153 Prairie,16023524.,6,No,42.362952,-83.143283,"location
(42.362952, -83.143283)",Midwest
9111 Prairie,16023531.,6,No,42.362376,-83.143258,"location
(42.362376, -83.143258)",Midwest
12519 Promenade,21009044.,4,No,42.409682,-82.983852,"location
(42.409682, -82.983852)",Wade
8855 Monica,16022116.,6,No,42.360162,-83.140956,"location
(42.360162, -83.140956)",Midwest
9085 Prairie,16023535.,6,No,42.362047,-83.143245,"location
(42.362047, -83.143245)",Midwest
9069 Prairie,16023538.,6,No,42.3618,-83.143233,"location
(42.3618, -83.143233)",Midwest
9068 Prairie,16022505.,6,No,42.361811,-83.142622,"location
(42.361811, -83.142622)",Midwest
9061 Prairie,16023539.,6,No,42.361718,-83.14323,"location
(42.361718, -83.14323)",Midwest
9021 Prairie,16023546.,6,No,42.361168,-83.143206,"location
(42.361168, -83.143206)",Midwest
3501 Parker,17009024.,5,No,42.366551,-83.004917,"location
(42.366551, -83.004917)",Islandview
9386 Bryden,16024585.,6,No,42.365114,-83.144967,"location
(42.365114, -83.144967)",Midwest
9383 Bryden,16024692.,6,No,42.364959,-83.145578,"location
(42.364959, -83.145578)",Midwest
9068 Monica,16020896.,6,No,42.361849,-83.14041,"location
(42.361849, -83.14041)",Midwest
9226 Ohio,18014990-1,7,No,42.363199,-83.152824,"location
(42.363199, -83.152824)",Barton-McFarland
8814 American,16023690.,6,No,42.359524,-83.143617,"location
(42.359524, -83.143617)",Midwest
9186 Manor,18018133.,7,No,42.362326,-83.16628,"location
(42.362326, -83.16628)",Barton-McFarland
8820 American,16023691.,6,No,42.359607,-83.143619,"location
(42.359607, -83.143619)",Midwest
9321 Bryden,16024702.,6,No,42.364198,-83.145545,"location
(42.364198, -83.145545)",Midwest
3075 Parker,17009045.,5,No,42.364864,-83.003669,"location
(42.364864, -83.003669)",Islandview
9315 Bryden,16024703.,6,No,42.364116,-83.145542,"location
(42.364116, -83.145542)",Midwest
9008 American,16023705.,6,No,42.360967,-83.14368,"location
(42.360967, -83.14368)",Midwest
9309 Bryden,16024704.,6,No,42.364034,-83.145538,"location
(42.364034, -83.145538)",Midwest
9020 American,16023707.,6,No,42.361131,-83.143688,"location
(42.361131, -83.143688)",Midwest
9064 American,16023714.,6,No,42.361707,-83.143713,"location
(42.361707, -83.143713)",Midwest
9303 Pinehurst,18017726.,7,No,42.363987,-83.165798,"location
(42.363987, -83.165798)",Barton-McFarland
9076 American,16023716.,6,No,42.361872,-83.14372,"location
(42.361872, -83.14372)",Midwest
9082 American,16023717.,6,No,42.361954,-83.143724,"location
(42.361954, -83.143724)",Midwest
9088 American,16023718.,6,No,42.362036,-83.143727,"location
(42.362036, -83.143727)",Midwest
8897 Manor,18018438.,7,No,42.360186,-83.166905,"location
(42.360186, -83.166905)",Barton-McFarland
8882 Manor,18018111.,7,No,42.360009,-83.166216,"location
(42.360009, -83.166216)",Barton-McFarland
17378 Braile,22105368.,1,No,42.418805,-83.245819,"location
(42.418805, -83.245819)",Holcomb Community
9166 Bryden,16024562.,6,No,42.363082,-83.144883,"location
(42.363082, -83.144883)",Midwest
9178 American,16023733.,6,No,42.363291,-83.143781,"location
(42.363291, -83.143781)",Midwest
9129 Bryden,16024720.,6,No,42.362574,-83.145462,"location
(42.362574, -83.145462)",Midwest
9208 American,16023738.,6,No,42.363682,-83.143798,"location
(42.363682, -83.143798)",Midwest
9117 Bryden,16024722.,6,No,42.36241,-83.145456,"location
(42.36241, -83.145456)",Midwest
9214 American,16023739.,6,No,42.36377,-83.143802,"location
(42.36377, -83.143802)",Midwest
9086 Bryden,16024550.,6,No,42.362094,-83.144842,"location
(42.362094, -83.144842)",Midwest
2422 Canton,15009969.,5,No,42.3574,-83.011058,"location
(42.3574, -83.011058)",Islandview
9080 Bryden,16024549.,6,No,42.362012,-83.144839,"location
(42.362012, -83.144839)",Midwest
9074 Bryden,16024547.,6,No,42.361847,-83.144832,"location
(42.361847, -83.144832)",Midwest
9071 Bryden,16024730.,6,No,42.361751,-83.145431,"location
(42.361751, -83.145431)",Midwest
2980 Canton,15010006.,5,No,42.360497,-83.013096,"location
(42.360497, -83.013096)",Islandview
9070 Bryden,16024546.,6,No,42.361765,-83.144828,"location
(42.361765, -83.144828)",Midwest
9045 Bryden,16024734.,6,No,42.361422,-83.145418,"location
(42.361422, -83.145418)",Midwest
9026 Bryden,16024539.,6,No,42.361189,-83.144804,"location
(42.361189, -83.144804)",Midwest
9027 Bryden,16024737.,6,No,42.361175,-83.145409,"location
(42.361175, -83.145409)",Midwest
8869 Bryden,16024748.,6,No,42.360232,-83.145373,"location
(42.360232, -83.145373)",Midwest
8815 Bryden,16024757.,6,No,42.359492,-83.145336,"location
(42.359492, -83.145336)",Midwest
2915 Seyburn,17010931-2,5,No,42.36231,-83.005348,"location
(42.36231, -83.005348)",Islandview
9310 Woodside,16018466.,6,No,42.364081,-83.137811,"location
(42.364081, -83.137811)",Midwest
9316 Woodside,16018467.,6,No,42.364165,-83.137749,"location
(42.364165, -83.137749)",Midwest
6198 Huber,13005116.,5,No,42.397256,-83.038404,"location
(42.397256, -83.038404)",Airport Sub
6185 Huber,13005177.,3,No,42.397715,-83.03863,"location
(42.397715, -83.03863)",Airport Sub
2985 Seyburn,17010919-20,5,No,42.363185,-83.005965,"location
(42.363185, -83.005965)",Islandview
9450 Monica,16020935.,6,No,42.366105,-83.140608,"location
(42.366105, -83.140608)",Midwest
6151 Huber,13005171.,3,No,42.397701,-83.039296,"location
(42.397701, -83.039296)",Airport Sub
17384 Kentfield,22100311.,1,No,42.418622,-83.240995,"location
(42.418622, -83.240995)",Holcomb Community
11039 Cloverlawn,16031557.,7,No,42.374453,-83.151786,"location
(42.374453, -83.151786)",Littlefield Community
9376 Wyoming,18015981.,7,No,42.365103,-83.157769,"location
(42.365103, -83.157769)",Barton-McFarland
205 W Nevada,01005371.,2,No,42.424208,-83.105995,"location
(42.424208, -83.105995)",Grixdale Farms
5597 Joy Rd,16004604.001,6,No,42.361,-83.134311,"location
(42.361, -83.134311)",Midwest
9398 Bryden,16024586.,6,No,42.365279,-83.145019,"location
(42.365279, -83.145019)",Midwest
250 W Nevada,01005399.,2,No,42.424538,-83.106867,"location
(42.424538, -83.106867)",Grixdale Farms
9529 Monica,16022058.,6,No,42.367083,-83.141425,"location
(42.367083, -83.141425)",Midwest
5507 Joy Rd,16004591.,6,No,42.36156,-83.13286,"location
(42.36156, -83.13286)",Midwest
3124 Canton,15010012.,5,No,42.36117,-83.013542,"location
(42.36117, -83.013542)",Islandview
5545 Cranshaw,16005415.,7,No,42.371911,-83.138043,"location
(42.371911, -83.138043)",Nardin Park
5531 Hillsboro,16003866.,6,No,42.360641,-83.132638,"location
(42.360641, -83.132638)",Midwest
3414 Sheridan,17012747.,5,No,42.363679,-83.009153,"location
(42.363679, -83.009153)",Islandview
5132 Webb,16005602.,7,No,42.374827,-83.136893,"location
(42.374827, -83.136893)",Nardin Park
5551 Hillsboro,16003869.,6,No,42.360514,-83.132974,"location
(42.360514, -83.132974)",Midwest
5557 Hillsboro,16003870.,6,No,42.360472,-83.133087,"location
(42.360472, -83.133087)",Midwest
